seed,variant,policy,sessions,users,repeated_users,tail_users,tail,mean_shortfall,delivered,cost,cost_per_kwh,repeat_failure,new_shortfall,new_sessions,excess_kwh,fallbacks,decisions,max_violation,latency_p50,latency_p95
33,uncalibrated,history,770,60,60,6,0.19408029689562226,0.05577444659073592,14406.13661450841,2347.5683362099207,0.16295613452989793,0.03333333333333333,0.08854188220509156,86,0.0,0,1100,1.4210854715202004e-14,0.023866041490691714,0.050922487859497774
33,empirical,history,770,60,60,6,0.20808684334808658,0.0585243911913445,14317.71996949804,2318.724788822952,0.16194790747148852,0.03333333333333333,0.06262421744520749,86,0.0,0,1084,1.4210854715202004e-14,0.024323271005414426,0.04712811515055362
33,horizon_12h,history,770,60,60,6,0.19325207091904215,0.05623966832978232,14397.582622776406,2344.8752276886835,0.16286589833345938,0.03333333333333333,0.08889131430525768,86,0.0,0,1096,2.842170943040401e-14,0.015281000014510937,0.033936521256691776
33,early,history,770,60,60,6,0.238989105173986,0.05869605412793071,14296.187003539597,2310.1885547655893,0.16159473530904492,0.05,0.1045669438216455,86,0.0,0,1098,1.1102230246251565e-16,0.023544145995401777,0.05153766073053701
33,late,history,770,60,60,6,0.5040425451952809,0.18172925893644273,12559.749007171118,1764.7960091808081,0.1405120443229542,0.5,0.1760343951426675,86,0.0,0,1321,1.1102230246251565e-16,0.012672500015469268,0.026243583008181304
33,wide,history,770,60,60,6,0.19913840343635958,0.0533487176999256,14410.459877324482,2346.0946446759913,0.16280498087140707,0.05,0.0864778467446924,86,0.0,0,1098,1.4210854715202004e-14,0.01081987499492243,0.024881612506578676
33,narrow,history,770,60,60,6,0.27511096561849685,0.07557521686814639,14168.139789800422,2289.037318525648,0.16156230475460973,0.15,0.10176635281590576,86,0.0,0,1162,1.4210854715202004e-14,0.011023999511962757,0.022114281251560897
33,shorter_stay,history,770,60,60,6,0.37983233692595825,0.14410418075380588,12948.858544347884,1924.509211334595,0.14862385010566312,0.25,0.19286580536702705,86,0.0,0,1027,1.4210854715202004e-14,0.010405083012301475,0.024124770608614194
33,shorter_stay,pf_mpc,770,60,60,6,0.42039892606047086,0.14489069727825218,12921.580268627677,1920.4130542488092,0.14862060323313417,0.25,0.19619047079680405,86,0.0,0,1031,1.1102230246251565e-16,0.01599487499333918,0.05452927100122906
33,larger_requests,history,770,60,60,6,0.32176328670874677,0.14748629499363036,15934.25691627852,2827.618332965343,0.17745529947346547,0.18333333333333332,0.16754195137898445,86,0.0,0,1237,2.842170943040401e-14,0.00957979098893702,0.02340791600290686
33,larger_requests,pf_mpc,770,60,60,6,0.3805767735807115,0.14220612574513045,16092.24007122209,2880.480693074198,0.17899811836795734,0.35,0.19235664819542067,86,0.0,0,1254,1.4210854715202004e-14,0.013110750005580485,0.0363730061420938
