sid,user,day,requested,delivered,cost,shortfall,excess,dwell_hours,cohort,individual_unavoidable
s44-110-32,u032,2025-06-09,19.136850861220616,19.136850861220616,2.4961109818983402,0.0,0,6.0,regular,0.0
s44-110-11,u011,2025-06-09,22.14729400477582,22.14729400477582,2.888777478883802,0.0,0,6.5,variable,0.0
s44-110-28,u028,2025-06-09,15.703763918819586,9.631763918819587,1.256317032889511,0.3866588947330798,0,4.75,variable,0.0
s44-110-47,u047,2025-06-09,29.13769078936548,29.13769078936548,3.8005683638302785,0.0,0,6.0,regular,0.0
s44-110-49,u049,2025-06-09,12.518488486443747,12.518488486443747,2.2268463243187493,0.0,0,7.25,variable,0.0
s44-110-56,u056,2025-06-09,23.716587477113357,23.716587477113357,3.093467931797394,0.0,0,6.25,new,0.0
s44-110-18,u018,2025-06-09,14.920046911291584,14.920046911291584,1.9460930753858583,0.0,0,6.75,regular,0.0
s44-110-48,u048,2025-06-09,22.2813897048092,22.2813897048092,3.7972682223664176,0.0,0,6.5,regular,0.0
s44-110-3,u003,2025-06-09,11.873700221180009,5.80170022118001,1.1862404584426303,0.5113822891678634,0,6.25,variable,0.0
s44-110-36,u036,2025-06-09,26.634539880519455,20.562539880519456,3.6918704191981893,0.22797465348523138,0,6.0,variable,0.0
s44-110-26,u026,2025-06-09,14.561899087158846,14.561899087158846,2.7903781418033264,0.0,0,5.5,regular,0.0
s44-110-27,u027,2025-06-09,17.186668373854054,17.186668373854054,2.8252979191235097,0.0,0,6.75,regular,0.0
s44-110-59,u059,2025-06-09,12.594368023582534,12.594368023582534,2.5337436552498955,0.0,0,8.0,new,0.0
s44-110-24,u024,2025-06-09,27.186799507234127,27.186799507234127,4.4371042835522765,0.0,0,7.25,variable,0.0
s44-110-16,u016,2025-06-09,23.289506004833633,23.289506004833633,3.631761652804386,0.0,0,7.0,regular,0.0
s44-110-22,u022,2025-06-09,24.71439812908228,24.71439812908228,3.8512481218186068,0.0,0,7.75,regular,0.0
s44-110-46,u046,2025-06-09,23.60566104781866,23.60566104781866,3.67299926710678,0.0,0,8.0,regular,0.0
s44-110-5,u005,2025-06-09,15.672308022427544,15.672308022427544,3.232214089881852,0.0,0,6.5,regular,0.0
s44-110-10,u010,2025-06-09,17.70045506788872,17.70045506788872,3.19975500885505,0.0,0,7.5,variable,0.0
s44-110-6,u006,2025-06-09,23.174415125488185,23.174415125488185,4.221894274105849,0.0,0,7.75,variable,0.0
s44-110-38,u038,2025-06-09,21.09801213841318,21.09801213841318,5.127914626749544,0.0,0,7.5,regular,0.0
s44-110-19,u019,2025-06-09,11.92127324660669,11.92127324660669,3.227420252291836,0.0,0,8.25,variable,0.0
s44-110-23,u023,2025-06-09,21.65104311906988,21.65104311906988,4.012049102487374,0.0,0,9.0,variable,0.0
s44-110-35,u035,2025-06-09,19.44182067741695,19.44182067741695,5.208889653576123,0.0,0,8.5,regular,0.0
s44-110-40,u040,2025-06-09,14.258376472263704,14.258376472263704,3.3995120120601294,0.0,0,10.0,variable,0.0
s44-110-45,u045,2025-06-09,20.24282262686755,20.24282262686755,5.016368168721853,0.0,0,10.0,variable,0.0
s44-111-21,u021,2025-06-10,31.490643498485348,8.720643498485337,1.13747523893287,0.7230719182062828,0,5.25,variable,0.0
s44-111-24,u024,2025-06-10,28.29579948128857,11.817490440531587,1.5414117965910763,0.5823588427552205,0,3.75,variable,0.19528691829127032
s44-111-6,u006,2025-06-10,16.124431061540946,7.59,0.9899999999999999,0.5292857173669075,0,5.0,variable,0.0
s44-111-18,u018,2025-06-10,14.910939972203431,14.910939972203431,1.9449052137656646,0.0,0,6.5,regular,0.0
s44-111-31,u031,2025-06-10,24.589151213327362,24.589151213327362,3.207280593042698,0.0,0,5.5,regular,0.0
s44-111-47,u047,2025-06-10,29.310051616089126,23.852937246258715,3.111252684294614,0.18618576457350366,0,6.0,regular,0.0
s44-111-42,u042,2025-06-10,12.245996777486527,12.245996777486527,1.5973039274982423,0.0,0,5.75,regular,0.0
s44-111-48,u048,2025-06-10,21.3903492161185,21.3903492161185,2.7900455499284993,0.0,0,6.75,regular,0.0
s44-111-53,u053,2025-06-10,19.02054228562084,19.02054228562084,2.4809402981244566,0.0,0,6.0,regular,0.0
s44-111-30,u030,2025-06-10,11.801273835299565,10.283273835299566,1.6382965872129864,0.1286301818926877,0,6.25,variable,0.0
s44-111-29,u029,2025-06-10,11.742998347798025,11.742998347798025,1.8286954366693073,0.0,0,6.25,regular,0.0
s44-111-32,u032,2025-06-10,17.012317380510424,17.012317380510424,2.2189979191970113,0.0,0,6.25,regular,0.0
s44-111-8,u008,2025-06-10,21.15901771691177,21.15901771691177,2.759871876118926,0.0,0,7.25,regular,0.0
s44-111-14,u014,2025-06-10,14.883878215121964,14.883878215121964,2.594775419363734,0.0,0,6.75,variable,0.0
s44-111-36,u036,2025-06-10,26.248431268180784,21.694431268180786,4.908708426284449,0.17349608262191685,0,6.75,variable,0.0
s44-111-26,u026,2025-06-10,14.05321851201573,14.05321851201573,2.427028501567268,0.0,0,6.5,regular,0.0
s44-111-58,u058,2025-06-10,6.0,6.0,0.9680733905362784,0.0,0,8.0,new,0.0
s44-111-33,u033,2025-06-10,21.48243948084442,16.928439480844418,4.797329038010408,0.2119870978368512,0,7.0,variable,0.0
s44-111-39,u039,2025-06-10,27.949987816310617,27.949987816310617,6.177358121876068,0.0,0,7.5,variable,0.0
s44-111-19,u019,2025-06-10,13.369549209147266,13.369549209147266,2.3378542446713815,0.0,0,8.25,variable,0.0
s44-111-46,u046,2025-06-10,19.167823125879835,19.167823125879835,4.876150842506064,0.0,0,7.75,regular,0.0
s44-111-51,u051,2025-06-10,11.75649095924302,11.75649095924302,2.262814419527402,0.0,0,8.25,regular,0.0
s44-111-55,u055,2025-06-10,26.060184730519317,26.060184730519317,6.369154530067736,0.0,0,7.5,new,0.0
s44-111-23,u023,2025-06-10,21.162364734163457,21.162364734163457,4.245308443586537,0.0,0,9.0,variable,0.0
s44-111-57,u057,2025-06-10,21.814047952636795,21.814047952636795,2.8453106025178423,0.0,0,9.0,new,0.0
s44-111-17,u017,2025-06-10,15.897073453129515,15.897073453129515,2.3705313199734146,0.0,0,9.75,variable,0.0
s44-111-50,u050,2025-06-10,23.256561678772776,23.256561678772776,4.221464566796448,0.0,0,9.5,variable,0.0
s44-111-45,u045,2025-06-10,23.349244293556982,23.349244293556982,5.718553603507432,0.0,0,9.0,variable,0.0
s44-112-45,u045,2025-06-11,23.469091162924652,7.8935999999999975,1.0295999999999996,0.6636597495317615,0,2.5,variable,0.3531918260226182
s44-112-28,u028,2025-06-11,18.989281136105618,8.618796940299404,1.1241909052564438,0.5461230533939541,0,3.5,variable,0.0
s44-112-56,u056,2025-06-11,20.99948605286193,19.48148605286193,2.541063398199381,0.07228748342596314,0,5.0,new,0.0
s44-112-47,u047,2025-06-11,31.457871308355635,31.457871308355635,4.1032006054376895,0.0,0,5.5,regular,0.0
s44-112-10,u010,2025-06-11,18.341565792177136,13.787565792177137,1.798378146805713,0.24828850773156597,0,5.5,variable,0.0
s44-112-11,u011,2025-06-11,21.214862965809797,13.624862965809797,1.7771560390186687,0.35776804272703344,0,5.5,variable,0.0
s44-112-53,u053,2025-06-11,20.40827413517455,20.40827413517455,2.6619488002401583,0.0,0,5.25,regular,0.0
s44-112-6,u006,2025-06-11,22.187808932405098,14.597808932405098,1.904062034661534,0.3420797440217215,0,5.75,variable,0.0
s44-112-27,u027,2025-06-11,22.812451136074735,16.740451136074736,2.1835371047053993,0.266170433145519,0,5.5,regular,0.0
s44-112-5,u005,2025-06-11,15.288622700230826,15.288622700230826,1.9941681782909768,0.0,0,5.5,regular,0.0
s44-112-3,u003,2025-06-11,17.39140024199631,14.659000241996305,1.9120435098256043,0.15711213369708288,0,6.5,variable,0.0
s44-112-30,u030,2025-06-11,13.243241669019236,13.243241669019236,1.7273793481329434,0.0,0,8.0,variable,0.0
s44-112-50,u050,2025-06-11,23.28151196099695,11.13751196099695,1.9304642070991185,0.5216156072829206,0,5.0,variable,0.0
s44-112-19,u019,2025-06-11,10.747668646923255,10.747668646923255,1.4018698235117286,0.0,0,7.75,variable,0.0
s44-112-29,u029,2025-06-11,12.449551686271459,12.449551686271459,2.515236419436345,0.0,0,6.5,regular,0.0
s44-112-43,u043,2025-06-11,23.22568352289559,23.22568352289559,4.216627040581656,0.0,0,7.25,regular,0.0
s44-112-59,u059,2025-06-11,16.2335432193994,16.2335432193994,2.8302186807912246,0.0,0,7.0,new,0.0
s44-112-22,u022,2025-06-11,26.576503234517943,26.576503234517943,4.060500421893644,0.0,0,8.0,regular,0.0
s44-112-34,u034,2025-06-11,24.266468850867764,24.266468850867764,3.7591915892436205,0.0,0,8.25,variable,0.0
s44-112-2,u002,2025-06-11,16.451700076017303,16.451700076017303,2.145873922958778,0.0,0,7.5,regular,0.0
s44-112-24,u024,2025-06-11,23.113566932688247,23.113566932688247,4.567032695441818,0.0,0,7.5,variable,0.0
s44-112-25,u025,2025-06-11,26.903260724922553,26.903260724922553,4.637720964120331,0.0,0,9.25,variable,0.0
s44-112-9,u009,2025-06-11,30.341984513453042,30.341984513453042,6.333650153928657,0.0,0,9.75,variable,0.0
s44-112-12,u012,2025-06-11,23.272526563617568,23.272526563617568,5.663042825498086,0.0,0,10.5,variable,0.0
s44-113-42,u042,2025-06-12,9.420924756509786,9.420924756509786,1.2288162725882328,0.0,0,6.25,regular,0.0
