seed,policy,stratum,sessions,users,shortfall,individual_unavoidable,dimension
22,pf_mpc,<=15kWh,183,35,0.026387173198631212,0.00175967813273016,request_band
22,pf_mpc,15-25kWh,447,60,0.05825368125105537,0.00429085896924885,request_band
22,pf_mpc,>25kWh,118,23,0.09354931623583738,0.01892504830428985,request_band
22,point,<=15kWh,183,35,0.161985309162904,0.00175967813273016,request_band
22,point,15-25kWh,447,60,0.1661258110753072,0.00429085896924885,request_band
22,point,>25kWh,118,23,0.20387471798065124,0.01892504830428985,request_band
22,point_history,<=15kWh,183,35,0.1680147285300568,0.00175967813273016,request_band
22,point_history,15-25kWh,447,60,0.1681396189392236,0.00429085896924885,request_band
22,point_history,>25kWh,118,23,0.19878635089571017,0.01892504830428985,request_band
22,stochastic,<=15kWh,183,35,0.02421257743990781,0.00175967813273016,request_band
22,stochastic,15-25kWh,447,60,0.05727887630659663,0.00429085896924885,request_band
22,stochastic,>25kWh,118,23,0.1010209667072601,0.01892504830428985,request_band
33,debt_share,<=15kWh,147,36,0.01588789537783535,0.0,request_band
33,debt_share,15-25kWh,472,60,0.05987342766281086,0.0033310979804300907,request_band
33,debt_share,>25kWh,151,30,0.14005082837654678,0.020667579031241955,request_band
33,edf,<=15kWh,147,36,0.03818599810381446,0.0,request_band
33,edf,15-25kWh,472,60,0.05861668243285942,0.0033310979804300907,request_band
33,edf,>25kWh,151,30,0.09061870997600811,0.020667579031241955,request_band
33,equal,<=15kWh,147,36,0.011828446961209401,0.0,request_band
33,equal,15-25kWh,472,60,0.06592783255663234,0.0033310979804300907,request_band
33,equal,>25kWh,151,30,0.16630193846103045,0.020667579031241955,request_band
33,fcfs,<=15kWh,147,36,0.03209671489926265,0.0,request_band
33,fcfs,15-25kWh,472,60,0.07819883879357413,0.0033310979804300907,request_band
33,fcfs,>25kWh,151,30,0.10243604230024124,0.020667579031241955,request_band
33,history,<=15kWh,147,36,0.04294897318048682,0.0,request_band
33,history,15-25kWh,472,60,0.050518413626915115,0.0033310979804300907,request_band
33,history,>25kWh,151,30,0.08706194916885357,0.020667579031241955,request_band
33,laxity,<=15kWh,147,36,0.10008001595322352,0.0,request_band
33,laxity,15-25kWh,472,60,0.06625145621952837,0.0033310979804300907,request_band
33,laxity,>25kWh,151,30,0.05393119739270301,0.020667579031241955,request_band
33,maxmin,<=15kWh,147,36,0.07931423748233309,0.0,request_band
33,maxmin,15-25kWh,472,60,0.10126750111325367,0.0033310979804300907,request_band
33,maxmin,>25kWh,151,30,0.1067996577237392,0.020667579031241955,request_band
33,pf_mpc,<=15kWh,147,36,0.045121947078816914,0.0,request_band
33,pf_mpc,15-25kWh,472,60,0.05923677670162944,0.0033310979804300907,request_band
33,pf_mpc,>25kWh,151,30,0.08096847531120499,0.020667579031241955,request_band
33,point,<=15kWh,147,36,0.16055620235090734,0.0,request_band
33,point,15-25kWh,472,60,0.14029366172530516,0.0033310979804300907,request_band
33,point,>25kWh,151,30,0.20266381849941392,0.020667579031241955,request_band
33,point_history,<=15kWh,147,36,0.17162394928255295,0.0,request_band
33,point_history,15-25kWh,472,60,0.1390100012210602,0.0033310979804300907,request_band
33,point_history,>25kWh,151,30,0.18983057771037506,0.020667579031241955,request_band
33,stochastic,<=15kWh,147,36,0.04480342157694187,0.0,request_band
33,stochastic,15-25kWh,472,60,0.056836879434898686,0.0033310979804300907,request_band
33,stochastic,>25kWh,151,30,0.08984782051460675,0.020667579031241955,request_band
44,debt_share,<=15kWh,176,30,0.01183085305374772,0.0001899406253385568,request_band
44,debt_share,15-25kWh,429,60,0.04957285197913461,0.008504491836629385,request_band
44,debt_share,>25kWh,139,26,0.1190186968654771,0.021620658703144877,request_band
44,edf,<=15kWh,176,30,0.017233183119141293,0.0001899406253385568,request_band
44,edf,15-25kWh,429,60,0.04363195332630647,0.008504491836629385,request_band
44,edf,>25kWh,139,26,0.10133172312488312,0.021620658703144877,request_band
44,equal,<=15kWh,176,30,0.010540263802471193,0.0001899406253385568,request_band
44,equal,15-25kWh,429,60,0.05118912217120436,0.008504491836629385,request_band
44,equal,>25kWh,139,26,0.14211654845278598,0.021620658703144877,request_band
44,fcfs,<=15kWh,176,30,0.02296647088114212,0.0001899406253385568,request_band
44,fcfs,15-25kWh,429,60,0.05214593053631311,0.008504491836629385,request_band
44,fcfs,>25kWh,139,26,0.11099397264615958,0.021620658703144877,request_band
44,history,<=15kWh,176,30,0.023163760647651296,0.0001899406253385568,request_band
44,history,15-25kWh,429,60,0.04337854338997177,0.008504491836629385,request_band
44,history,>25kWh,139,26,0.07769696500668913,0.021620658703144877,request_band
44,laxity,<=15kWh,176,30,0.058562741849502116,0.0001899406253385568,request_band
44,laxity,15-25kWh,429,60,0.05027473136914922,0.008504491836629385,request_band
44,laxity,>25kWh,139,26,0.04718564925329293,0.021620658703144877,request_band
44,maxmin,<=15kWh,176,30,0.049737773013950014,0.0001899406253385568,request_band
44,maxmin,15-25kWh,429,60,0.07577981891882316,0.008504491836629385,request_band
44,maxmin,>25kWh,139,26,0.09090133690268115,0.021620658703144877,request_band
44,pf_mpc,<=15kWh,176,30,0.023273141137484812,0.0001899406253385568,request_band
44,pf_mpc,15-25kWh,429,60,0.04418319132253263,0.008504491836629385,request_band
44,pf_mpc,>25kWh,139,26,0.08039081151697679,0.021620658703144877,request_band
44,point,<=15kWh,176,30,0.13447807005859536,0.0001899406253385568,request_band
44,point,15-25kWh,429,60,0.12743610265942246,0.008504491836629385,request_band
44,point,>25kWh,139,26,0.1785772125741979,0.021620658703144877,request_band
44,point_history,<=15kWh,176,30,0.12593044945831747,0.0001899406253385568,request_band
44,point_history,15-25kWh,429,60,0.129489931212404,0.008504491836629385,request_band
44,point_history,>25kWh,139,26,0.18549508346472993,0.021620658703144877,request_band
44,stochastic,<=15kWh,176,30,0.022335706616377033,0.0001899406253385568,request_band
44,stochastic,15-25kWh,429,60,0.04232440431942924,0.008504491836629385,request_band
44,stochastic,>25kWh,139,26,0.08740184704219536,0.021620658703144877,request_band
55,debt_share,<=15kWh,177,31,0.010925527018065508,0.0043000683665066234,request_band
55,debt_share,15-25kWh,461,60,0.033372751607195474,0.00236490306819286,request_band
55,debt_share,>25kWh,102,24,0.08657018117576429,0.015436258982597947,request_band
55,edf,<=15kWh,177,31,0.020629245073736927,0.0043000683665066234,request_band
55,edf,15-25kWh,461,60,0.03528925870793391,0.00236490306819286,request_band
55,edf,>25kWh,102,24,0.06513162924336906,0.015436258982597947,request_band
55,equal,<=15kWh,177,31,0.010061498482588417,0.0043000683665066234,request_band
55,equal,15-25kWh,461,60,0.03418329361089897,0.00236490306819286,request_band
55,equal,>25kWh,102,24,0.09546887176602248,0.015436258982597947,request_band
55,fcfs,<=15kWh,177,31,0.017916927271520566,0.0043000683665066234,request_band
55,fcfs,15-25kWh,461,60,0.03546074591725353,0.00236490306819286,request_band
55,fcfs,>25kWh,102,24,0.07529304307834607,0.015436258982597947,request_band
55,history,<=15kWh,177,31,0.019907200606828993,0.0043000683665066234,request_band
55,history,15-25kWh,461,60,0.033246904250274094,0.00236490306819286,request_band
55,history,>25kWh,102,24,0.03872289723283912,0.015436258982597947,request_band
55,laxity,<=15kWh,177,31,0.04742094919286263,0.0043000683665066234,request_band
55,laxity,15-25kWh,461,60,0.03547848644517053,0.00236490306819286,request_band
55,laxity,>25kWh,102,24,0.030736934096130986,0.015436258982597947,request_band
55,maxmin,<=15kWh,177,31,0.05287445440245311,0.0043000683665066234,request_band
55,maxmin,15-25kWh,461,60,0.05333677213406319,0.00236490306819286,request_band
55,maxmin,>25kWh,102,24,0.0541344027973635,0.015436258982597947,request_band
55,pf_mpc,<=15kWh,177,31,0.022315421257740307,0.0043000683665066234,request_band
55,pf_mpc,15-25kWh,461,60,0.034811621323691415,0.00236490306819286,request_band
55,pf_mpc,>25kWh,102,24,0.04204572984051909,0.015436258982597947,request_band
55,point,<=15kWh,177,31,0.14309099975592351,0.0043000683665066234,request_band
55,point,15-25kWh,461,60,0.13557497990413603,0.00236490306819286,request_band
55,point,>25kWh,102,24,0.13212847113761048,0.015436258982597947,request_band
55,point_history,<=15kWh,177,31,0.1286155947819851,0.0043000683665066234,request_band
55,point_history,15-25kWh,461,60,0.13684105760896384,0.00236490306819286,request_band
55,point_history,>25kWh,102,24,0.13503298854756166,0.015436258982597947,request_band
55,stochastic,<=15kWh,177,31,0.018732140523629596,0.0043000683665066234,request_band
55,stochastic,15-25kWh,461,60,0.034845294038171444,0.00236490306819286,request_band
55,stochastic,>25kWh,102,24,0.04368814212356436,0.015436258982597947,request_band
