seed,policy,sessions,users,repeated_users,tail_users,tail,mean_shortfall,delivered,cost,cost_per_kwh,repeat_failure,new_shortfall,new_sessions,excess_kwh,fallbacks,decisions,max_violation,latency_p50,latency_p95
11,point_lex,773,60,60,6,0.19280962372835986,0.0626796842418052,13874.050922342096,2049.3859161448354,0.1477135933561123,0.05,0.056085201618866876,79,0.0,2,1121,1.4210854715202004e-14,0.014017624984262511,0.022847875021398067
22,point_lex,748,60,60,6,0.1673597790136682,0.07347068602936391,13286.897603026271,2106.8037811091103,0.15856250601564487,0.05,0.08638930975881705,71,0.0,5,1145,6.308303568403062e-08,0.014148290996672586,0.022024425183190033
33,point_lex,770,60,60,6,0.2569563770499779,0.07950841113543658,14142.27323782512,2255.3330032388303,0.15947457422945877,0.15,0.1130325554034601,86,0.0,2,1164,1.5063505998114124e-12,0.014898833498591557,0.024166823110135738
44,point_lex,744,60,60,6,0.20129232866779523,0.060718772014355514,13763.595048685616,2095.3239875143868,0.1522366779974745,0.05,0.04403512063366136,70,0.0,4,1177,1.4210854715202004e-14,0.013840457977494225,0.024703382811276244
55,point_lex,740,60,60,6,0.1362451737161438,0.04569356360837406,13571.80562984118,1978.1592389846949,0.14575505227065677,0.016666666666666666,0.04106116433697359,77,0.0,4,1130,3.146507765450224e-08,0.014214208495104685,0.024887508151005017
