metric,mean,low,high,n
tail,-0.02810739791988345,-0.041984878474250656,-0.014229917365516246,4
delivered,1.0022951583211914,1.0003475634548258,1.004242753187557,4
cost_per_kwh,1.0018681352481487,1.0007200791631123,1.003016191333185,4
new_shortfall,0.0006838197461716215,-0.008762179965100205,0.010129819457443448,4
