sid,user,day,requested,delivered,cost,shortfall,excess,dwell_hours,cohort,individual_unavoidable
s11-110-56,u056,2025-06-09,13.892155357375604,13.892155357375604,1.812020264005513,0.0,0,5.5,new,0.0
s11-110-3,u003,2025-06-09,14.798623058796355,14.798623058796355,1.9302551815821327,0.0,0,6.25,regular,0.0
s11-110-10,u010,2025-06-09,18.177178344536685,18.177178344536685,2.370936305809132,0.0,0,6.0,variable,0.0
s11-110-12,u012,2025-06-09,24.39663031130889,16.092876716949114,2.099070876123797,0.34036477531532816,0,5.25,variable,0.0
s11-110-9,u009,2025-06-09,23.849852401248004,21.252000000000006,2.772,0.10892530308120729,0,5.75,regular,0.0
s11-110-21,u021,2025-06-09,19.557675511784073,4.550164552649283,0.5934997242586021,0.76734635208015,0,5.25,variable,0.0
s11-110-43,u043,2025-06-09,13.068838531742955,13.068838531742955,1.7046311128360372,0.0,0,6.5,regular,0.0
s11-110-57,u057,2025-06-09,21.18267810347074,21.18267810347074,2.7629580134961826,0.0,0,6.5,new,0.0
s11-110-23,u023,2025-06-09,14.17867792350585,9.6041667831144,1.5497174064931822,0.3226331231353866,0,5.75,variable,0.0
s11-110-28,u028,2025-06-09,15.71830460572815,3.9467999999999996,0.8117999999999999,0.7489042171531854,0,5.5,variable,0.0
s11-110-32,u032,2025-06-09,22.22604155823217,22.22604155823217,2.899048898899847,0.0,0,7.0,regular,0.0
s11-110-26,u026,2025-06-09,20.731504048806997,20.731504048806997,2.7041092237574333,0.0,0,7.25,regular,0.0
s11-110-33,u033,2025-06-09,12.922628005811523,12.922628005811523,1.6855601746710678,0.0,0,8.25,regular,0.0
s11-110-44,u044,2025-06-09,29.776210824477772,6.072,1.9799999999999998,0.7960788215870481,0,6.0,regular,0.0
s11-110-41,u041,2025-06-09,21.42479368855309,9.108,2.9699999999999998,0.5748850545587165,0,6.5,regular,0.0
s11-110-45,u045,2025-06-09,12.001868581363656,6.375599999999999,2.0789999999999993,0.46878271855934606,0,6.25,regular,0.0
