seed,variant,policy,sessions,users,repeated_users,tail_users,tail,mean_shortfall,delivered,cost,cost_per_kwh,repeat_failure,new_shortfall,new_sessions,excess_kwh,fallbacks,decisions,max_violation,latency_p50,latency_p95
22,uncalibrated,history,748,60,60,6,0.19102551153823155,0.053700730262936675,13452.022779000219,2163.3759667210666,0.1608216104196824,0.0,0.03826644616498651,71,0.0,0,1099,1.4210854715202004e-14,0.024825708009302616,0.05541053372144231
22,empirical,history,748,60,60,6,0.14295948791481033,0.05110938773456943,13460.810487896428,2166.6815647469502,0.16096219218710253,0.0,0.04360280423722922,71,0.0,0,1091,1.4210854715202004e-14,0.02539283299120143,0.05435381301504094
22,horizon_12h,history,748,60,60,6,0.1891295329790569,0.05349071873962482,13448.333174337073,2162.0204693427117,0.1607649395144679,0.0,0.040045216012789334,71,0.0,0,1102,1.4210854715202004e-14,0.016115020494908094,0.03624350176396547
22,early,history,748,60,60,6,0.2120891250085999,0.05549275222552998,13364.542037717996,2138.3550125778397,0.16000211653664453,0.05,0.03564216517295266,71,0.0,0,1127,1.4210854715202004e-14,0.025500957999611273,0.05953157510957681
22,late,history,748,60,60,6,0.4473358831767729,0.18027984964194624,11878.945630042865,1683.9184044058277,0.14175655456718775,0.4666666666666667,0.19998038113614783,71,0.0,0,1262,1.4210854715202004e-14,0.016943479495239444,0.04810782469867265
22,wide,history,748,60,60,6,0.18547136855568724,0.05189092282167271,13440.39039837847,2161.397183298436,0.1608135715729805,0.0,0.03459206769213392,71,0.0,0,1105,1.1102230246251565e-16,0.010480666998773813,0.022019075596472246
22,narrow,history,748,60,60,6,0.26496492102163344,0.07827458673584484,13220.999584267482,2137.563653603819,0.1616794282444002,0.13333333333333333,0.07896611137939238,71,0.0,0,1174,1.4210854715202004e-14,0.011010479516698979,0.022781760311045215
22,shorter_stay,history,748,60,60,6,0.32623001825050185,0.1354992869643264,12193.911767961159,1798.316803213047,0.1474766127091412,0.18333333333333332,0.13570501798831192,71,0.0,0,1036,2.842170943040401e-14,0.011047479507396929,0.02978184373205295
22,shorter_stay,pf_mpc,748,60,60,6,0.38132557147189755,0.13648862043168355,12176.55520280234,1795.4580243346968,0.14745204981467058,0.2,0.11805774026867251,71,0.0,0,1038,1.1102230246251565e-16,0.019269374999566935,0.06933412506768946
22,larger_requests,history,748,60,60,6,0.29650532826043313,0.13991212762516483,15020.553119074737,2648.697744062986,0.17633822956222436,0.16666666666666666,0.15474237246426595,71,0.0,0,1243,4.263256414560601e-14,0.011853041010908782,0.02579102911113295
22,larger_requests,pf_mpc,748,60,60,6,0.36175152942956207,0.1349245469862066,15158.234205732431,2692.154066342445,0.17760340880102946,0.26666666666666666,0.13937358734444577,71,0.0,0,1250,5.684341886080802e-14,0.02069187501911074,0.05865144756098741
